Sequence,Time,CampaignId,Kind,Action,Price,Volume,Filled,Raw,Allowed,Reasons,IntentId,Curve,Kappa,Policy,PendingIncrease,PendingReduce,Regime,Equity,Drawdown,Fees,MaximumVolume,Turnover,ExitReason,Ready,Quality,BrokerId,Side,IsLimit,OrderState,OrderFilled,OrderRemaining,SlippagePrice
"136","2026-09-25T00:01:05.0000000","S02","Decision","Reduce","98","4","18","14.00000","14","REDUCE_ON_REBOUND","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"136","2026-09-25T00:01:05.0000000","S02","Intent","Reduce","98","4","18","14.00000","14","PREPARED_BEFORE_SEND","S02/127","14.0","0","14","0","4","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","Sell","False","Prepared","0","4",""
"137","2026-09-25T00:01:05.0000000","S02","Order","Working","0","0","18","14.00000","14","ORDER_UPDATE","S02/127","14.0","0","14","0","4","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","3","Sell","False","Working","0","4",""
"138","2026-09-25T00:01:05.0000000","S02","Decision","Wait","98","0","18","14.00000","14","PENDING_ORDER","","14.0","0","14","0","4","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"139","2026-09-25T00:01:05.0000000","S02","Fill","FILL","98","4","14","14.00000","14","ACTUAL_FILL","S02/127","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","3","Sell","False","Filled","4","0","0"
"140","2026-09-25T00:01:05.0000000","S02","Order","Filled","0","4","14","14.00000","14","ORDER_UPDATE","S02/127","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","3","Sell","False","Filled","4","0",""
"141","2026-09-25T00:01:06.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"142","2026-09-25T00:01:06.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"143","2026-09-25T00:01:07.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"144","2026-09-25T00:01:07.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"145","2026-09-25T00:01:08.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"146","2026-09-25T00:01:08.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"147","2026-09-25T00:01:09.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"148","2026-09-25T00:01:09.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"149","2026-09-25T00:01:10.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"150","2026-09-25T00:01:10.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"151","2026-09-25T00:01:11.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"152","2026-09-25T00:01:11.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"153","2026-09-25T00:01:12.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"154","2026-09-25T00:01:12.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"155","2026-09-25T00:01:13.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"156","2026-09-25T00:01:13.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"157","2026-09-25T00:01:14.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"158","2026-09-25T00:01:14.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-12.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"159","2026-09-25T00:01:15.0000000","S02","Decision","Add","96","4","14","18.00000","18","AVERAGE_ADVERSE","","18.0","0","18","0","0","Normal","-40.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"159","2026-09-25T00:01:15.0000000","S02","Intent","Add","96","4","14","18.00000","18","PREPARED_BEFORE_SEND","S02/147","18.0","0","18","4","0","Normal","-40.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","Buy","False","Prepared","0","4",""
"160","2026-09-25T00:01:15.0000000","S02","Order","Working","0","0","14","18.00000","18","ORDER_UPDATE","S02/147","18.0","0","18","4","0","Normal","-40.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","4","Buy","False","Working","0","4",""
"161","2026-09-25T00:01:15.0000000","S02","Decision","Wait","96","0","14","18.00000","18","PENDING_ORDER","","18.0","0","18","4","0","Normal","-40.00000000000000000000000006","48.00000000000000000000000006","0","18","22","","True","OK","","","","","","",""
"162","2026-09-25T00:01:15.0000000","S02","Fill","FILL","96","4","18","18.00000","18","ACTUAL_FILL","S02/147","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","4","Buy","False","Filled","4","0","0"
"163","2026-09-25T00:01:15.0000000","S02","Order","Filled","0","4","18","18.00000","18","ORDER_UPDATE","S02/147","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","4","Buy","False","Filled","4","0",""
"164","2026-09-25T00:01:16.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"165","2026-09-25T00:01:16.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"166","2026-09-25T00:01:17.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"167","2026-09-25T00:01:17.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"168","2026-09-25T00:01:18.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"169","2026-09-25T00:01:18.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"170","2026-09-25T00:01:19.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"171","2026-09-25T00:01:19.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"172","2026-09-25T00:01:20.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"173","2026-09-25T00:01:20.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"174","2026-09-25T00:01:21.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"175","2026-09-25T00:01:21.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"176","2026-09-25T00:01:22.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"177","2026-09-25T00:01:22.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"178","2026-09-25T00:01:23.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"179","2026-09-25T00:01:23.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"180","2026-09-25T00:01:24.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"181","2026-09-25T00:01:24.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-40.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"182","2026-09-25T00:01:25.0000000","S02","Decision","Reduce","98","4","18","14.00000","14","REDUCE_ON_REBOUND","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"182","2026-09-25T00:01:25.0000000","S02","Intent","Reduce","98","4","18","14.00000","14","PREPARED_BEFORE_SEND","S02/167","14.0","0","14","0","4","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","Sell","False","Prepared","0","4",""
"183","2026-09-25T00:01:25.0000000","S02","Order","Working","0","0","18","14.00000","14","ORDER_UPDATE","S02/167","14.0","0","14","0","4","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","5","Sell","False","Working","0","4",""
"184","2026-09-25T00:01:25.0000000","S02","Decision","Wait","98","0","18","14.00000","14","PENDING_ORDER","","14.0","0","14","0","4","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","26","","True","OK","","","","","","",""
"185","2026-09-25T00:01:25.0000000","S02","Fill","FILL","98","4","14","14.00000","14","ACTUAL_FILL","S02/167","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","5","Sell","False","Filled","4","0","0"
"186","2026-09-25T00:01:25.0000000","S02","Order","Filled","0","4","14","14.00000","14","ORDER_UPDATE","S02/167","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","5","Sell","False","Filled","4","0",""
"187","2026-09-25T00:01:26.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"188","2026-09-25T00:01:26.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"189","2026-09-25T00:01:27.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"190","2026-09-25T00:01:27.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"191","2026-09-25T00:01:28.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"192","2026-09-25T00:01:28.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"193","2026-09-25T00:01:29.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"194","2026-09-25T00:01:29.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"195","2026-09-25T00:01:30.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"196","2026-09-25T00:01:30.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"197","2026-09-25T00:01:31.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"198","2026-09-25T00:01:31.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"199","2026-09-25T00:01:32.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"200","2026-09-25T00:01:32.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"201","2026-09-25T00:01:33.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"202","2026-09-25T00:01:33.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"203","2026-09-25T00:01:34.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"204","2026-09-25T00:01:34.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"205","2026-09-25T00:01:35.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"206","2026-09-25T00:01:35.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"207","2026-09-25T00:01:36.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"208","2026-09-25T00:01:36.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"209","2026-09-25T00:01:37.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"210","2026-09-25T00:01:37.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"211","2026-09-25T00:01:38.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"212","2026-09-25T00:01:38.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"213","2026-09-25T00:01:39.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"214","2026-09-25T00:01:39.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"215","2026-09-25T00:01:40.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"216","2026-09-25T00:01:40.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"217","2026-09-25T00:01:41.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"218","2026-09-25T00:01:41.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"219","2026-09-25T00:01:42.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"220","2026-09-25T00:01:42.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"221","2026-09-25T00:01:43.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"222","2026-09-25T00:01:43.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"223","2026-09-25T00:01:44.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"224","2026-09-25T00:01:44.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"225","2026-09-25T00:01:45.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"226","2026-09-25T00:01:45.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"227","2026-09-25T00:01:46.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"228","2026-09-25T00:01:46.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"229","2026-09-25T00:01:47.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"230","2026-09-25T00:01:47.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"231","2026-09-25T00:01:48.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"232","2026-09-25T00:01:48.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"233","2026-09-25T00:01:49.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"234","2026-09-25T00:01:49.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"235","2026-09-25T00:01:50.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"236","2026-09-25T00:01:50.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"237","2026-09-25T00:01:51.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"238","2026-09-25T00:01:51.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"239","2026-09-25T00:01:52.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"240","2026-09-25T00:01:52.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"241","2026-09-25T00:01:53.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"242","2026-09-25T00:01:53.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"243","2026-09-25T00:01:54.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"244","2026-09-25T00:01:54.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"245","2026-09-25T00:01:55.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"246","2026-09-25T00:01:55.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"247","2026-09-25T00:01:56.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"248","2026-09-25T00:01:56.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"249","2026-09-25T00:01:57.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"250","2026-09-25T00:01:57.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"251","2026-09-25T00:01:58.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"252","2026-09-25T00:01:58.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"253","2026-09-25T00:01:59.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"254","2026-09-25T00:01:59.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","","True","OK","","","","","","",""
"255","2026-09-25T00:02:00.0000000","S02","Decision","Exit","98","14","14","14.00000","14","SESSION_EXIT","","14.0","0","14","0","0","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","SESSION_EXIT","True","OK","","","","","","",""
"255","2026-09-25T00:02:00.0000000","S02","Intent","Exit","98","14","14","14.00000","14","PREPARED_BEFORE_SEND","S02/237","14.0","0","14","0","14","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","SESSION_EXIT","True","OK","","Sell","False","Prepared","0","14",""
"256","2026-09-25T00:02:00.0000000","S02","Order","Working","0","0","14","14.00000","14","ORDER_UPDATE","S02/237","14.0","0","14","0","14","Normal","-4.00000000000000000000000012","48.00000000000000000000000006","0","18","30","SESSION_EXIT","True","OK","6","Sell","False","Working","0","14",""
